gateway-1  | 
gateway-1  | 2026-05-01T04:45:37.749Z DEBUG 1 --- [gateway] [     parallel-2] g.f.h.o.ObservedRequestHttpHeadersFilter : Client observation  {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/v3/api-docs/swagger-config'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@1b68d2ca', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=1.726E-4, duration(nanos)=172600.0, startTimeNanos=11180056914694}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@15af2fd7} created for the request. New headers are [Host:"localhost:8443", sec-ch-ua-platform:""Windows"", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", sec-ch-ua-mobile:"?0", Accept:"*/*", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"cors", Sec-Fetch-Dest:"empty", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50444"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:45:37.750Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.gateway.filter.NettyRoutingFilter  : outbound route: 0b675353, inbound: [bfc69449-9] 
gateway-1  | 2026-05-01T04:45:37.750Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:45:37.753Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/oauth2/**]" does not match against value "/openapi/swagger-ui/favicon-32x32.png"
gateway-1  | 2026-05-01T04:45:37.753Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/login/**]" does not match against value "/openapi/swagger-ui/favicon-32x32.png"
gateway-1  | 2026-05-01T04:45:37.753Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/error/**]" does not match against value "/openapi/swagger-ui/favicon-32x32.png"
gateway-1  | 2026-05-01T04:45:37.754Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/.well-known/**]" does not match against value "/openapi/swagger-ui/favicon-32x32.png"
gateway-1  | 2026-05-01T04:45:37.754Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/product-composite/**]" does not match against value "/openapi/swagger-ui/favicon-32x32.png"
gateway-1  | 2026-05-01T04:45:37.754Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "/openapi/**" matches against value "/openapi/swagger-ui/favicon-32x32.png"
gateway-1  | 2026-05-01T04:45:37.755Z DEBUG 1 --- [gateway] [     parallel-3] o.s.c.g.h.RoutePredicateHandlerMapping   : Route matched: product-composite-swagger-ui
gateway-1  | 2026-05-01T04:45:37.755Z DEBUG 1 --- [gateway] [     parallel-3] o.s.c.g.h.RoutePredicateHandlerMapping   : Mapping [Exchange: GET https://localhost:8443/openapi/swagger-ui/favicon-32x32.png] to Route{id='product-composite-swagger-ui', uri=lb://product-composite-service, order=0, predicate=(RouteDefinitionRouteLocator$$Lambda/0x000000009688f5b0 && Paths: [/openapi/**], match trailing slash: true), gatewayFilters=[], metadata={}}
gateway-1  | 2026-05-01T04:45:37.755Z DEBUG 1 --- [gateway] [     parallel-3] o.s.c.g.h.RoutePredicateHandlerMapping   : [dd123ccc-10] Mapped to org.springframework.cloud.gateway.handler.FilteringWebHandler@3df04fa1
gateway-1  | 2026-05-01T04:45:37.755Z DEBUG 1 --- [gateway] [     parallel-3] o.s.c.g.handler.FilteringWebHandler      : Sorted gatewayFilterFactories: [[GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RemoveCachedBodyFilter@69f3e556}, order = -2147483648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.AdaptCachedBodyGlobalFilter@47b961e2}, order = -2147482648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyWriteResponseFilter@17ae13d5}, order = -1], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardPathFilter@51869ad6}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.GatewayMetricsFilter@77f4038c}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RouteToRequestUrlFilter@1eb9d69a}, order = 10000], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ReactiveLoadBalancerClientFilter@28dacf31}, order = 10150], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.LoadBalancerServiceInstanceCookieFilter@47e60b71}, order = 10151], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.WebsocketRoutingFilter@27a90ce5}, order = 2147483646], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyRoutingFilter@795faad}, order = 2147483647], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardRoutingFilter@36511772}, order = 2147483647]]
gateway-1  | 2026-05-01T04:45:37.756Z TRACE 1 --- [gateway] [     parallel-3] o.s.c.g.filter.RouteToRequestUrlFilter   : RouteToRequestUrlFilter start
gateway-1  | 2026-05-01T04:45:37.756Z TRACE 1 --- [gateway] [     parallel-3] s.c.g.f.ReactiveLoadBalancerClientFilter : ReactiveLoadBalancerClientFilter url before: lb://product-composite-service/openapi/swagger-ui/favicon-32x32.png
gateway-1  | 2026-05-01T04:45:37.757Z TRACE 1 --- [gateway] [     parallel-3] s.c.g.f.ReactiveLoadBalancerClientFilter : LoadBalancerClientFilter url chosen: http://aa3da043a6fa:8080/openapi/swagger-ui/favicon-32x32.png
gateway-1  | 2026-05-01T04:45:37.762Z DEBUG 1 --- [gateway] [or-http-epoll-6] .f.h.o.ObservedResponseHttpHeadersFilter : Will instrument the response
gateway-1  | 2026-05-01T04:45:37.762Z DEBUG 1 --- [gateway] [or-http-epoll-6] .f.h.o.ObservedResponseHttpHeadersFilter : The response was handled for observation {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/v3/api-docs/swagger-config'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@1b68d2ca', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.0139672, duration(nanos)=1.39672E7, startTimeNanos=11180056914694}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@15af2fd7}
gateway-1  | 2026-05-01T04:45:37.763Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.g.filter.NettyWriteResponseFilter  : NettyWriteResponseFilter start inbound: 0b675353, outbound: [bfc69449-9] 
gateway-1  | 2026-05-01T04:45:37.765Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.g.filter.GatewayMetricsFilter      : spring.cloud.gateway.requests tags: [tag(httpMethod=GET),tag(httpStatusCode=200),tag(outcome=SUCCESSFUL),tag(routeId=product-composite-swagger-ui),tag(routeUri=lb://product-composite-service),tag(status=OK)]
gateway-1  | 2026-05-01T04:45:37.767Z DEBUG 1 --- [gateway] [     parallel-3] g.f.h.o.ObservedRequestHttpHeadersFilter : Will instrument the HTTP request headers [Host:"localhost:8443", sec-ch-ua-platform:""Windows"", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", sec-ch-ua-mobile:"?0", Accept:"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"no-cors", Sec-Fetch-Dest:"image", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50432"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:45:37.768Z DEBUG 1 --- [gateway] [     parallel-3] g.f.h.o.ObservedRequestHttpHeadersFilter : Client observation  {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/swagger-ui/favicon-32x32.png'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@14ef34b3', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=2.14E-4, duration(nanos)=214000.0, startTimeNanos=11180076324094}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@5cf98ef2} created for the request. New headers are [Host:"localhost:8443", sec-ch-ua-platform:""Windows"", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", sec-ch-ua-mobile:"?0", Accept:"image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"no-cors", Sec-Fetch-Dest:"image", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50432"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:45:37.770Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.gateway.filter.NettyRoutingFilter  : outbound route: c837a172, inbound: [dd123ccc-10] 
gateway-1  | 2026-05-01T04:45:37.787Z DEBUG 1 --- [gateway] [or-http-epoll-6] .f.h.o.ObservedResponseHttpHeadersFilter : Will instrument the response
gateway-1  | 2026-05-01T04:45:37.788Z DEBUG 1 --- [gateway] [or-http-epoll-6] .f.h.o.ObservedResponseHttpHeadersFilter : The response was handled for observation {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/swagger-ui/favicon-32x32.png'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@14ef34b3', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.020104799, duration(nanos)=2.0104799E7, startTimeNanos=11180076324094}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@5cf98ef2}
gateway-1  | 2026-05-01T04:45:37.789Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.g.filter.NettyWriteResponseFilter  : NettyWriteResponseFilter start inbound: c837a172, outbound: [dd123ccc-10] 
gateway-1  | 2026-05-01T04:45:37.791Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.g.filter.GatewayMetricsFilter      : spring.cloud.gateway.requests tags: [tag(httpMethod=GET),tag(httpStatusCode=200),tag(outcome=SUCCESSFUL),tag(routeId=product-composite-swagger-ui),tag(routeUri=lb://product-composite-service),tag(status=OK)]
gateway-1  | 2026-05-01T04:45:37.830Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:45:37.832Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/oauth2/**]" does not match against value "/openapi/v3/api-docs"
gateway-1  | 2026-05-01T04:45:37.832Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/login/**]" does not match against value "/openapi/v3/api-docs"
gateway-1  | 2026-05-01T04:45:37.833Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/error/**]" does not match against value "/openapi/v3/api-docs"
gateway-1  | 2026-05-01T04:45:37.833Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/.well-known/**]" does not match against value "/openapi/v3/api-docs"
gateway-1  | 2026-05-01T04:45:37.833Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/product-composite/**]" does not match against value "/openapi/v3/api-docs"
gateway-1  | 2026-05-01T04:45:37.833Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "/openapi/**" matches against value "/openapi/v3/api-docs"
gateway-1  | 2026-05-01T04:45:37.833Z DEBUG 1 --- [gateway] [     parallel-4] o.s.c.g.h.RoutePredicateHandlerMapping   : Route matched: product-composite-swagger-ui
gateway-1  | 2026-05-01T04:45:37.834Z DEBUG 1 --- [gateway] [     parallel-4] o.s.c.g.h.RoutePredicateHandlerMapping   : Mapping [Exchange: GET https://localhost:8443/openapi/v3/api-docs] to Route{id='product-composite-swagger-ui', uri=lb://product-composite-service, order=0, predicate=(RouteDefinitionRouteLocator$$Lambda/0x000000009688f5b0 && Paths: [/openapi/**], match trailing slash: true), gatewayFilters=[], metadata={}}
gateway-1  | 2026-05-01T04:45:37.834Z DEBUG 1 --- [gateway] [     parallel-4] o.s.c.g.h.RoutePredicateHandlerMapping   : [dd123ccc-11] Mapped to org.springframework.cloud.gateway.handler.FilteringWebHandler@3df04fa1
gateway-1  | 2026-05-01T04:45:37.834Z DEBUG 1 --- [gateway] [     parallel-4] o.s.c.g.handler.FilteringWebHandler      : Sorted gatewayFilterFactories: [[GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RemoveCachedBodyFilter@69f3e556}, order = -2147483648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.AdaptCachedBodyGlobalFilter@47b961e2}, order = -2147482648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyWriteResponseFilter@17ae13d5}, order = -1], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardPathFilter@51869ad6}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.GatewayMetricsFilter@77f4038c}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RouteToRequestUrlFilter@1eb9d69a}, order = 10000], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ReactiveLoadBalancerClientFilter@28dacf31}, order = 10150], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.LoadBalancerServiceInstanceCookieFilter@47e60b71}, order = 10151], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.WebsocketRoutingFilter@27a90ce5}, order = 2147483646], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyRoutingFilter@795faad}, order = 2147483647], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardRoutingFilter@36511772}, order = 2147483647]]
gateway-1  | 2026-05-01T04:45:37.835Z TRACE 1 --- [gateway] [     parallel-4] o.s.c.g.filter.RouteToRequestUrlFilter   : RouteToRequestUrlFilter start
gateway-1  | 2026-05-01T04:45:37.835Z TRACE 1 --- [gateway] [     parallel-4] s.c.g.f.ReactiveLoadBalancerClientFilter : ReactiveLoadBalancerClientFilter url before: lb://product-composite-service/openapi/v3/api-docs
gateway-1  | 2026-05-01T04:45:37.836Z TRACE 1 --- [gateway] [     parallel-4] s.c.g.f.ReactiveLoadBalancerClientFilter : LoadBalancerClientFilter url chosen: http://aa3da043a6fa:8080/openapi/v3/api-docs
gateway-1  | 2026-05-01T04:45:37.844Z DEBUG 1 --- [gateway] [     parallel-4] g.f.h.o.ObservedRequestHttpHeadersFilter : Will instrument the HTTP request headers [Host:"localhost:8443", sec-ch-ua-platform:""Windows"", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", Accept:"application/json,*/*", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", sec-ch-ua-mobile:"?0", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"cors", Sec-Fetch-Dest:"empty", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50432"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:45:37.846Z DEBUG 1 --- [gateway] [     parallel-4] g.f.h.o.ObservedRequestHttpHeadersFilter : Client observation  {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/v3/api-docs'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@2c8d5a92', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=3.052E-4, duration(nanos)=305200.0, startTimeNanos=11180154290192}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@698fd167} created for the request. New headers are [Host:"localhost:8443", sec-ch-ua-platform:""Windows"", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", Accept:"application/json,*/*", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", sec-ch-ua-mobile:"?0", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"cors", Sec-Fetch-Dest:"empty", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50432"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:45:37.848Z TRACE 1 --- [gateway] [or-http-epoll-8] o.s.c.gateway.filter.NettyRoutingFilter  : outbound route: 00be9eae, inbound: [dd123ccc-11] 
gateway-1  | 2026-05-01T04:45:37.892Z DEBUG 1 --- [gateway] [or-http-epoll-8] .f.h.o.ObservedResponseHttpHeadersFilter : Will instrument the response
gateway-1  | 2026-05-01T04:45:37.892Z DEBUG 1 --- [gateway] [or-http-epoll-8] .f.h.o.ObservedResponseHttpHeadersFilter : The response was handled for observation {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/v3/api-docs'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@2c8d5a92', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.046430899, duration(nanos)=4.6430899E7, startTimeNanos=11180154290192}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@698fd167}
gateway-1  | 2026-05-01T04:45:37.893Z TRACE 1 --- [gateway] [or-http-epoll-8] o.s.c.g.filter.NettyWriteResponseFilter  : NettyWriteResponseFilter start inbound: 00be9eae, outbound: [dd123ccc-11] 
gateway-1  | 2026-05-01T04:45:37.897Z TRACE 1 --- [gateway] [or-http-epoll-8] o.s.c.g.filter.GatewayMetricsFilter      : spring.cloud.gateway.requests tags: [tag(httpMethod=GET),tag(httpStatusCode=200),tag(outcome=SUCCESSFUL),tag(routeId=product-composite-swagger-ui),tag(routeUri=lb://product-composite-service),tag(status=OK)]
gateway-1  | 2026-05-01T04:45:39.260Z TRACE 1 --- [gateway] [     parallel-5] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:45:39.822Z DEBUG 1 --- [gateway] [reshExecutor-%d] o.s.c.g.filter.GatewayMetricsFilter      : New routes count: 12
gateway-1  | 2026-05-01T04:45:42.447Z TRACE 1 --- [gateway] [     parallel-2] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:45:42.449Z TRACE 1 --- [gateway] [     parallel-2] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "/oauth2/**" matches against value "/oauth2/authorize"
gateway-1  | 2026-05-01T04:45:42.450Z DEBUG 1 --- [gateway] [     parallel-2] o.s.c.g.h.RoutePredicateHandlerMapping   : Route matched: oauth2-server
gateway-1  | 2026-05-01T04:45:42.452Z DEBUG 1 --- [gateway] [     parallel-2] o.s.c.g.h.RoutePredicateHandlerMapping   : Mapping [Exchange: GET https://localhost:8443/oauth2/authorize?response_type=code&client_id=writer&redirect_uri=https%3A%2F%2Flocalhost%3A8443%2Fopenapi%2Fswagger-ui%2Foauth2-redirect.html&scope=product%3Aread%20product%3Awrite&state=RnJpIE1heSAwMSAyMDI2IDEwOjE2OjU4IEdNVCswNTMwIChJbmRpYSBTdGFuZGFyZCBUaW1lKQ%3D%3D&code_challenge=fMB5Ih7gtemgBrDXUe1j272b2EEefm-ERAa0ES_BABM&code_challenge_method=S256] to Route{id='oauth2-server', uri=lb://auth-server, order=0, predicate=(RouteDefinitionRouteLocator$$Lambda/0x000000009688f5b0 && Paths: [/oauth2/**], match trailing slash: true), gatewayFilters=[[[PreserveHostHeader], order = 1]], metadata={}}
gateway-1  | 2026-05-01T04:45:42.452Z DEBUG 1 --- [gateway] [     parallel-2] o.s.c.g.h.RoutePredicateHandlerMapping   : [dd123ccc-13] Mapped to org.springframework.cloud.gateway.handler.FilteringWebHandler@3df04fa1
gateway-1  | 2026-05-01T04:45:42.453Z DEBUG 1 --- [gateway] [     parallel-2] o.s.c.g.handler.FilteringWebHandler      : Sorted gatewayFilterFactories: [[GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RemoveCachedBodyFilter@69f3e556}, order = -2147483648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.AdaptCachedBodyGlobalFilter@47b961e2}, order = -2147482648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyWriteResponseFilter@17ae13d5}, order = -1], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardPathFilter@51869ad6}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.GatewayMetricsFilter@77f4038c}, order = 0], [[PreserveHostHeader], order = 1], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RouteToRequestUrlFilter@1eb9d69a}, order = 10000], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ReactiveLoadBalancerClientFilter@28dacf31}, order = 10150], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.LoadBalancerServiceInstanceCookieFilter@47e60b71}, order = 10151], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.WebsocketRoutingFilter@27a90ce5}, order = 2147483646], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyRoutingFilter@795faad}, order = 2147483647], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardRoutingFilter@36511772}, order = 2147483647]]
gateway-1  | 2026-05-01T04:45:42.453Z TRACE 1 --- [gateway] [     parallel-2] o.s.c.g.filter.RouteToRequestUrlFilter   : RouteToRequestUrlFilter start
gateway-1  | 2026-05-01T04:45:42.454Z TRACE 1 --- [gateway] [     parallel-2] s.c.g.f.ReactiveLoadBalancerClientFilter : ReactiveLoadBalancerClientFilter url before: lb://auth-server/oauth2/authorize?response_type=code&client_id=writer&redirect_uri=https%3A%2F%2Flocalhost%3A8443%2Fopenapi%2Fswagger-ui%2Foauth2-redirect.html&scope=product%3Aread%20product%3Awrite&state=RnJpIE1heSAwMSAyMDI2IDEwOjE2OjU4IEdNVCswNTMwIChJbmRpYSBTdGFuZGFyZCBUaW1lKQ%3D%3D&code_challenge=fMB5Ih7gtemgBrDXUe1j272b2EEefm-ERAa0ES_BABM&code_challenge_method=S256
gateway-1  | 2026-05-01T04:45:42.456Z TRACE 1 --- [gateway] [     parallel-2] s.c.g.f.ReactiveLoadBalancerClientFilter : LoadBalancerClientFilter url chosen: http://bffff8a90d50:9999/oauth2/authorize?response_type=code&client_id=writer&redirect_uri=https%3A%2F%2Flocalhost%3A8443%2Fopenapi%2Fswagger-ui%2Foauth2-redirect.html&scope=product%3Aread%20product%3Awrite&state=RnJpIE1heSAwMSAyMDI2IDEwOjE2OjU4IEdNVCswNTMwIChJbmRpYSBTdGFuZGFyZCBUaW1lKQ%3D%3D&code_challenge=fMB5Ih7gtemgBrDXUe1j272b2EEefm-ERAa0ES_BABM&code_challenge_method=S256
